C2H6_10r13, C2H[0][1][7], H[2], H[3], H[4], H[5], H[6], 
Densities, 8.064557459498282, 0.2491797825799796, 0.2285002455157466, 0.2182392354088301, 0.2368860208686098, 0.6276385237272427, 
Time[fs], 100.000000, 44.000000, 41.500000, 74.000000, 43.500000, 48.500000, 
Density Sum, 9.625001267598691
X Velocity[A/fs], 0.00467625, 0.324459, -0.346028, 0.0418323, -0.329756, 0.25445,  
Y Velocity[A/fs],0.00263038, 0.160275, 0.213545, 0.0911344, -0.211748, -0.199143,  
Z Velocity[A/fs],-0.0146707, 0.247332, 0.221502, -0.184207, -0.233225, -0.213687,  
Speed[A/fs],0.015621, 0.438332, 0.463033, 0.209732, 0.456038, 0.387382, 

C2H6_10r12, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 7.808643799056355, 0.3277276835075588, 0.5322411013870694, 0.3258263511370502, 0.3072473801919894, 0.4897138160798875, 
Time[fs], 99.500000, 39.000000, 59.500000, 40.000000, 50.500000, 88.500000, 
Density Sum, 9.791400131359913
X Velocity[A/fs], -0.00206827, 0.39041, -0.189442, -0.379557, 0.202706, 0.0110226,  
Y Velocity[A/fs],0.000639915, 0.19037, 0.192153, -0.181995, -0.17763, -0.106208,  
Z Velocity[A/fs],0.0143151, 0.185996, 0.176388, -0.207044, -0.255537, 0.151893,  
Speed[A/fs],0.0144779, 0.472499, 0.322372, 0.469098, 0.371404, 0.185669, 

C2H6_10r20, C2H[0][1][7], H[2], H[3], H[4], H[5], H[6], 
Densities, 7.926294106116318, 0.3883874187809094, 0.2057368368905413, 0.3413888846277138, 0.2570881548170671, 0.4923051802261669, 
Time[fs], 100.000000, 40.500000, 46.000000, 75.500000, 42.500000, 44.500000, 
Density Sum, 9.611200581458716
X Velocity[A/fs], 0.000127469, 0.366941, -0.293311, 0.0352399, -0.339421, 0.295864,  
Y Velocity[A/fs],-0.0116613, 0.144867, 0.247846, 0.0899303, -0.224105, -0.177499,  
Z Velocity[A/fs],-0.0131351, 0.201576, 0.210421, -0.189963, -0.215301, -0.242346,  
Speed[A/fs],0.0175651, 0.443018, 0.437876, 0.213109, 0.4602, 0.421631, 

C2H6_10r16, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 8.093467533366017, 0.271870335242581, 0.2010537032982237, 0.04360155282155635, 0.6969708415528888, 0.3981843820780317, 
Time[fs], 73.000000, 43.500000, 46.500000, 45.500000, 44.500000, 73.000000, 
Density Sum, 9.705148348359296
X Velocity[A/fs], 0.00454396, 0.3252, -0.2555, -0.294198, 0.272244, -0.00298892,  
Y Velocity[A/fs],-0.00713902, 0.181736, 0.208144, -0.258816, -0.129505, -0.00506688,  
Z Velocity[A/fs],-0.00609303, 0.191979, 0.256938, -0.242544, -0.191161, 0.0457186,  
Speed[A/fs],0.0104278, 0.419093, 0.417877, 0.460832, 0.356974, 0.0460955, 

C2H6_10r4, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 8.067680040963774, 0.1083242598942662, 0.4916826325541069, 0.4468822861365207, 0.1660802350706693, 0.2617185580020335, 
Time[fs], 82.500000, 44.000000, 40.500000, 40.500000, 51.000000, 70.000000, 
Density Sum, 9.542368012621372
X Velocity[A/fs], 0.00144979, 0.319886, -0.336949, -0.350139, 0.229653, 0.0072058,  
Y Velocity[A/fs],-0.00757886, 0.267453, 0.161751, -0.14389, -0.246238, -0.119738,  
Z Velocity[A/fs],-0.00324055, 0.213099, 0.191191, -0.184968, -0.234869, 0.16547,  
Speed[A/fs],0.00836912, 0.468262, 0.419824, 0.421325, 0.410533, 0.204376, 

C2H6_10r10, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 8.015036862286939, 0.3088295523717147, 0.259997610738528, 0.4294320838467327, 0.1919634363482281, 0.4549200584154514, 
Time[fs], 76.500000, 47.500000, 40.000000, 48.000000, 40.000000, 76.500000, 
Density Sum, 9.660179604007594
X Velocity[A/fs], 0.000183191, 0.268525, -0.356363, -0.259207, 0.367518, 0.00509612,  
Y Velocity[A/fs],0.0143234, 0.198366, 0.147612, -0.19751, -0.18704, -0.00913268,  
Z Velocity[A/fs],0.00271642, 0.237027, 0.259284, -0.16362, -0.213729, 0.0951692,  
Speed[A/fs],0.0145799, 0.409435, 0.464771, 0.36465, 0.464471, 0.0957421, 

C2H6_10r18, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.147864775383015, 0.3553922348439856, 0.1956083562929404, 0.7964596988451171, 0.2925046075084521, 0.308686948022879, 0.4161857825176857, 
Time[fs], 82.000000, 51.000000, 39.500000, 82.000000, 47.500000, 37.000000, 65.000000, 
Density Sum, 9.512702403414073
X Velocity[A/fs], 0.000153007, 0.242634, -0.379078, 0.00137151, -0.266402, 0.420791, -0.0130295,  
Y Velocity[A/fs],0.000753835, 0.148987, 0.165965, -0.108496, -0.164648, -0.149943, -0.172346,  
Z Velocity[A/fs],0.0160984, 0.221722, 0.236373, -0.0606185, -0.244337, -0.180469, 0.13911,  
Speed[A/fs],0.0161167, 0.360873, 0.476568, 0.124289, 0.397214, 0.481786, 0.221866, 

C2H6_10r22, C2H[0][1][7], H[2], H[3], H[4], H[5], H[6], 
Densities, 7.861050971851276, 0.3555677924316404, 0.2208851287601057, 0.327017962858241, 0.2699932843222128, 0.4425100910966964, 
Time[fs], 80.500000, 36.000000, 48.500000, 76.500000, 39.000000, 52.500000, 
Density Sum, 9.477025231320173
X Velocity[A/fs], 0.00267872, 0.441343, -0.271176, 0.00929708, -0.386155, 0.225516,  
Y Velocity[A/fs],0.00426558, 0.132908, 0.204839, 0.143692, -0.158595, -0.168264,  
Z Velocity[A/fs],0.0102875, 0.203692, 0.232755, -0.123333, -0.22544, -0.211218,  
Speed[A/fs],0.0114544, 0.503923, 0.41191, 0.189591, 0.474438, 0.351828, 

C2H6_10r1, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 7.923659544411326, 0.2266596814208334, 0.2998392553436298, 0.6846628926897643, 0.1686941953869603, 0.2056575995345027, 
Time[fs], 120.000000, 47.000000, 39.000000, 41.500000, 46.000000, 80.000000, 
Density Sum, 9.509173168787017
X Velocity[A/fs], 0.00261464, 0.298482, -0.391049, -0.330042, 0.306535, -0.00089723,  
Y Velocity[A/fs],-0.00604199, 0.215233, 0.163824, -0.108372, -0.219486, -0.144248,  
Z Velocity[A/fs],0.00809232, 0.233954, 0.208777, -0.210484, -0.282418, 0.174849,  
Speed[A/fs],0.010432, 0.436063, 0.472594, 0.406172, 0.47106, 0.226672, 

C2H6_10r5, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.547469780264835, 0.2235226547165586, 0.3284886856144569, 0.4150904202383047, 0.2968707489771353, 0.2648223590380083, 0.5766521181199559, 
Time[fs], 77.500000, 49.500000, 39.500000, 77.500000, 41.000000, 51.000000, 77.500000, 
Density Sum, 9.652916766969254
X Velocity[A/fs], 0.00206657, 0.202174, -0.356767, 0.01968, -0.338497, 0.24808, 0.0236389,  
Y Velocity[A/fs],0.000620104, 0.21127, 0.169443, 0.0557122, -0.166563, -0.230152, -0.115868,  
Z Velocity[A/fs],-0.000843396, 0.238177, 0.206118, -0.0910162, -0.184102, -0.19476, 0.0963811,  
Speed[A/fs],0.00231658, 0.377144, 0.445509, 0.108513, 0.419782, 0.390442, 0.152556, 

C2H6_10r25, C2H[0][1][7], H[2], H[3], H[4], H[5], H[6], 
Densities, 8.184749016067341, 0.2259299399371345, 0.2289181049668005, 0.5480770363561666, 0.2739566761970326, 0.2110706620488185, 
Time[fs], 85.000000, 49.500000, 40.000000, 68.000000, 51.500000, 39.000000, 
Density Sum, 9.672701435573295
X Velocity[A/fs], -0.00204243, 0.261178, -0.366334, 0.00463111, -0.230011, 0.388973,  
Y Velocity[A/fs],0.00464606, 0.162608, 0.169082, 0.146408, -0.223697, -0.118077,  
Z Velocity[A/fs],0.0113668, 0.197372, 0.194002, -0.142432, -0.209259, -0.238222,  
Speed[A/fs],0.0124484, 0.365528, 0.44769, 0.204313, 0.38306, 0.47116, 

C2H6_10r24, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.176827032748216, 0.4143187088569761, 0.204405714936751, 0.3566004023288242, 0.2958455978999436, 0.3143565615872784, 0.7801416997421288, 
Time[fs], 78.500000, 47.000000, 40.500000, 78.500000, 43.500000, 39.000000, 78.500000, 
Density Sum, 9.542495718100119
X Velocity[A/fs], -0.000788977, 0.271843, -0.361298, -0.00770823, -0.303171, 0.377193, -0.00834281,  
Y Velocity[A/fs],0.0117838, 0.164067, 0.231093, 0.00653174, -0.198679, -0.189783, -0.0705499,  
Z Velocity[A/fs],0.0109765, 0.242215, 0.199137, -0.0799846, -0.22551, -0.177557, -0.00618918,  
Speed[A/fs],0.0161234, 0.399355, 0.47286, 0.0806202, 0.426896, 0.45806, 0.0713105, 

C2H6_10r15, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.233033039229618, 0.5751051000423718, 0.3648233125662673, 0.3086537186897993, 0.1794341502602144, 0.5310227647992785, 0.3534140589869731, 
Time[fs], 93.000000, 44.000000, 42.000000, 61.000000, 52.500000, 38.500000, 59.000000, 
Density Sum, 9.54548614457452
X Velocity[A/fs], 0.00301201, 0.300896, -0.339718, 0.0033435, -0.188334, 0.388321, 0.00287205,  
Y Velocity[A/fs],-0.010392, 0.162826, 0.236058, 0.221983, -0.250596, -0.10562, -0.199836,  
Z Velocity[A/fs],-0.0160296, 0.217033, 0.218052, -0.14292, -0.238197, -0.206495, 0.211499,  
Speed[A/fs],0.0193395, 0.405159, 0.467631, 0.264034, 0.393708, 0.452315, 0.290989, 

C2H6_10r17, C2H2[0][1][4][7], H[2], H[3], H[5], H[6], 
Densities, 8.703304075733712, 0.08963690092434506, 0.3858647958597073, 0.3959547782019065, 0.2756164003322911, 
Time[fs], 100.000000, 44.000000, 56.000000, 47.500000, 46.500000, 
Density Sum, 9.850376951051961
X Velocity[A/fs], -0.000306547, 0.330399, -0.221151, -0.275152, 0.292039,  
Y Velocity[A/fs],-0.00024379, 0.182024, 0.195238, -0.182088, -0.18648,  
Z Velocity[A/fs],0.00176575, 0.244121, 0.168302, -0.237687, -0.209222,  
Speed[A/fs],0.00180867, 0.449323, 0.339634, 0.406645, 0.404766, 

C2H6_10r21, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.090570520155746, 0.4539233574217271, 0.3039858118535201, 0.6582631245245867, 0.3121792750017514, 0.5450904845284732, 0.3266426459238405, 
Time[fs], 79.500000, 42.000000, 43.500000, 79.500000, 47.500000, 43.000000, 79.500000, 
Density Sum, 9.690655219409644
X Velocity[A/fs], 0.00246708, 0.333074, -0.315829, -0.00935643, -0.270035, 0.312266, 0.015457,  
Y Velocity[A/fs],3.915e-06, 0.203285, 0.229371, 0.0507482, -0.25228, -0.149545, -0.0842254,  
Z Velocity[A/fs],-0.0151446, 0.170698, 0.201932, 0.0290497, -0.225297, -0.218017, 0.159002,  
Speed[A/fs],0.0153443, 0.425912, 0.439472, 0.0592183, 0.432808, 0.409152, 0.180594, 

C2H6_10r9, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.254268392956975, 0.1323942548089429, 0.3728352148275546, 0.8229286985215108, 0.4159517041967103, 0.1704052368182463, 0.37868084688883, 
Time[fs], 78.000000, 50.500000, 38.000000, 78.000000, 46.500000, 43.000000, 78.000000, 
Density Sum, 9.547464349018767
X Velocity[A/fs], 0.000463061, 0.220375, -0.383263, -0.0329537, -0.266325, 0.333273, -0.00925988,  
Y Velocity[A/fs],-0.00317642, 0.217641, 0.15366, -0.0705153, -0.178015, -0.230441, -0.0385371,  
Z Velocity[A/fs],0.0184421, 0.241469, 0.216938, -0.101468, -0.244677, -0.19946, 0.0906941,  
Speed[A/fs],0.0187194, 0.392734, 0.466438, 0.127883, 0.403095, 0.451617, 0.0989761, 

C2H6_10r2, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.517058885514977, 0.4036614337774354, 0.3019114788180949, 0.4155972091666933, 0.3184477745011403, 0.1994943045889912, 0.1961468142798307, 
Time[fs], 85.500000, 37.000000, 54.500000, 85.500000, 40.500000, 46.500000, 53.000000, 
Density Sum, 9.352317900647162
X Velocity[A/fs], 0.00157467, 0.41759, -0.121286, 0.00933489, -0.359051, 0.284818, -0.0538381,  
Y Velocity[A/fs],-0.000376339, 0.0382929, 0.214991, 0.0863558, -0.19409, -0.191464, -0.243468,  
Z Velocity[A/fs],0.0170048, 0.233311, 0.210999, -0.107583, -0.218604, -0.258588, 0.219043,  
Speed[A/fs],0.0170817, 0.479877, 0.324734, 0.13827, 0.463008, 0.429706, 0.331896, 

C2H6_10r23, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 7.93853273817178, 0.2963987291034703, 0.2981085827226715, 0.3014190569049911, 0.259211461511801, 0.5868366193584647, 
Time[fs], 85.000000, 54.000000, 38.000000, 46.500000, 40.000000, 76.000000, 
Density Sum, 9.680507187773181
X Velocity[A/fs], -0.00531042, 0.232181, -0.393382, -0.276515, 0.375775, -0.00760101,  
Y Velocity[A/fs],0.00165976, 0.187977, 0.150664, -0.199789, -0.158484, 0.0680514,  
Z Velocity[A/fs],-0.00311381, 0.216346, 0.218225, -0.200526, -0.209621, 0.175428,  
Speed[A/fs],0.00637583, 0.368848, 0.474416, 0.395711, 0.458546, 0.188318, 

C2H6_10r3, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 7.781908195717675, 0.3238775276366553, 0.3419745914191558, 0.5782670347088165, 0.09170728900617264, 0.4832434011548761, 
Time[fs], 80.500000, 50.500000, 36.500000, 60.500000, 39.500000, 68.500000, 
Density Sum, 9.600978039643351
X Velocity[A/fs], -0.00639416, 0.232249, -0.431083, -0.176254, 0.402076, 0.000851808,  
Y Velocity[A/fs],0.00329016, 0.20125, 0.0999779, -0.148257, -0.134822, -0.110588,  
Z Velocity[A/fs],-0.00102312, 0.22474, 0.189453, -0.164917, -0.248705, 0.161689,  
Speed[A/fs],0.00726342, 0.380721, 0.481374, 0.283272, 0.491626, 0.195892, 

C2H6_10r19, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.143216845328473, 0.3316126956369901, 0.4674687584571764, 0.6991177891915259, 0.4175866178988861, 0.1893537699749952, 0.2669436520359584, 
Time[fs], 86.500000, 55.500000, 36.500000, 86.500000, 55.500000, 36.500000, 64.500000, 
Density Sum, 9.515300128524006
X Velocity[A/fs], -0.00314951, 0.165159, -0.418459, 0.013446, -0.19135, 0.448924, -0.00508494,  
Y Velocity[A/fs],-0.00655591, 0.208972, 0.143907, 0.0635283, -0.193603, -0.155897, -0.201123,  
Z Velocity[A/fs],0.00337678, 0.218324, 0.182629, 0.0311325, -0.219363, -0.18347, 0.181845,  
Speed[A/fs],0.00801885, 0.344401, 0.478718, 0.072013, 0.349595, 0.50941, 0.271189, 

C2H6_10r6, C2H2[0][1][4][7], H[2], H[3], H[5], H[6], 
Densities, 8.982496883790645, 0.2921989520423043, 0.3206604171688064, 0.1442069880776189, 0.1524837424895865, 
Time[fs], 85.500000, 44.500000, 52.500000, 47.000000, 49.000000, 
Density Sum, 9.89204698356896
X Velocity[A/fs], 0.00279897, 0.305817, -0.222293, -0.283668, 0.274483,  
Y Velocity[A/fs],0.00133893, 0.194926, 0.182798, -0.240672, -0.162218,  
Z Velocity[A/fs],0.0116564, 0.211664, 0.20586, -0.18977, -0.189996,  
Speed[A/fs],0.0120623, 0.419907, 0.353847, 0.417617, 0.371152, 

C2H6_10r11, C2[0][1], H[2], H[3], H[4], H[5], H[6], H[7], 
Densities, 7.507742181249078, 0.4684879927532757, 0.223786551494724, 0.5425458952110828, 0.3601100632635615, 0.2275434463363777, 0.3706669674499096, 
Time[fs], 100.500000, 38.000000, 53.000000, 81.500000, 43.500000, 48.500000, 83.500000, 
Density Sum, 9.700883097758011
X Velocity[A/fs], -0.00730568, 0.398638, -0.183562, 0.0145754, -0.331406, 0.269765, -0.0298732,  
Y Velocity[A/fs],-0.00630517, 0.11838, 0.253529, 0.0734729, -0.185929, -0.200785, -0.133257,  
Z Velocity[A/fs],0.00198056, 0.170115, 0.197986, -0.130761, -0.222546, -0.25604, 0.103332,  
Speed[A/fs],0.00985143, 0.449294, 0.370366, 0.150695, 0.44037, 0.422664, 0.171253, 

C2H6_10r14, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 7.821883116846556, 0.3468912265717292, 0.426872973853871, 0.1401988606841423, 0.3367365721614997, 0.5295838854443032, 
Time[fs], 84.500000, 37.000000, 62.000000, 39.000000, 49.500000, 84.500000, 
Density Sum, 9.602166635562103
X Velocity[A/fs], -0.0101988, 0.425142, -0.1267, -0.408578, 0.208934, 0.0199536,  
Y Velocity[A/fs],0.00826014, 0.0771651, 0.196427, -0.167224, -0.222813, -0.168812,  
Z Velocity[A/fs],-0.00582914, 0.222281, 0.166456, -0.221721, -0.238432, 0.0485678,  
Speed[A/fs],0.0143605, 0.48591, 0.286957, 0.494024, 0.387491, 0.176789, 

C2H6_10r7, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 7.995274262818379, 0.337291473373427, 0.2761321626007316, 0.3191585464368947, 0.3159647613515971, 0.5456523732335052, 
Time[fs], 76.500000, 45.500000, 45.000000, 41.500000, 50.000000, 76.500000, 
Density Sum, 9.789473579814535
X Velocity[A/fs], 0.00684239, 0.293262, -0.291401, -0.33368, 0.248283, 0.00351948,  
Y Velocity[A/fs],0.0153108, 0.174457, 0.200336, -0.187613, -0.20408, -0.0735683,  
Z Velocity[A/fs],0.00966689, 0.2368, 0.196857, -0.186879, -0.177947, 0.0934684,  
Speed[A/fs],0.0193568, 0.415346, 0.404724, 0.425987, 0.367367, 0.119, 

C2H6_10r8, C2H[0][1][4], H[2], H[3], H[5], H[6], H[7], 
Densities, 7.802535330612888, 0.4686987771077587, 0.06359092059069771, 0.2909700678031797, 0.2485051431588625, 0.7663088317092365, 
Time[fs], 100.500000, 58.000000, 41.000000, 44.000000, 47.000000, 100.500000, 
Density Sum, 9.640609070982624
X Velocity[A/fs], 0.000518065, 0.199591, -0.363418, -0.312292, 0.289079, -0.00370109,  
Y Velocity[A/fs],-0.00154875, 0.197774, 0.168761, -0.160375, -0.237498, -0.0890312,  
Z Velocity[A/fs],0.00637646, 0.160019, 0.242677, -0.24361, -0.214454, 0.0722347,  
Speed[A/fs],0.00658226, 0.323353, 0.468449, 0.427308, 0.431234, 0.114709, 

