pulse_7_5r54, C2H2, C2H2, H, H, H, H, H, H, 
Densities, 8.734313993902671, 8.576088763136363, 0.3715900771522291, 0.4786273805892449, 0.3432095814563614, 0.4372820196358511, 0.9042301291520555, 0.4381938562249137, 
Time[fs], 120.000000, 120.000000, 73.500000, 45.500000, 62.500000, 54.500000, 120.000000, 44.000000, 
pulse_7_5r62, C3H4, CH2, H, H, H, H, 
Densities, 14.41823773073806, 4.990167532647806, 0.2196624817856306, 0.406615707705918, 0.3278000913056722, 0.1701972932543747, 
Time[fs], 120.000000, 120.000000, 45.500000, 68.000000, 65.500000, 48.500000, 
pulse_7_5r13, C2H3, C2H2, H, H, H, H, H, 
Densities, 9.555283554317871, 8.831186612630919, 0.3955196706528297, 0.2360538102537315, 0.2098590415668959, 0.5358165133779156, 0.4810810910453702, 
Time[fs], 120.000000, 120.000000, 41.000000, 54.500000, 61.000000, 120.000000, 46.500000, 
pulse_7_5r10, C3H2, CH2, H, H, H, H, H, H, 
Densities, 12.54429648155651, 5.205661764033485, 0.5349373810162488, 0.4866635001163179, 0.2574250260865679, 0.3018234149748741, 0.4922397530641203, 0.4419306981386992, 
Time[fs], 100.000000, 100.000000, 43.000000, 75.500000, 49.000000, 57.000000, 100.000000, 46.500000, 
pulse_7_5r84, C4H3, H, H, H, H, H, H, H, 
Densities, 17.04288551650014, 0.6833809230818703, 0.4302300812772044, 0.5740332641926907, 0.4492400466405291, 0.3913379085676446, 0.4345037298107698, 0.1943657788242462, 
Time[fs], 98.000000, 91.500000, 44.500000, 96.500000, 55.000000, 57.000000, 85.500000, 40.000000, 
pulse_7_5r24, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.138769644665285, 12.60021477584724, 0.3940887297037238, 0.2876658039225079, 0.4941029978099903, 0.3547382229044782, 0.6834485435230864, 0.1669583776554598, 
Time[fs], 96.000000, 96.000000, 41.500000, 73.000000, 54.500000, 54.000000, 96.000000, 40.500000, 
pulse_7_5r48, C4H3, H, H, H, H, H, H, H, 
Densities, 17.15087244926055, 0.2278850612246905, 0.3249730034867082, 0.4644599760486827, 0.5442571547375071, 0.5058317991753258, 0.4223016812596115, 0.2633734803808811, 
Time[fs], 99.000000, 39.000000, 60.000000, 51.000000, 52.500000, 71.000000, 75.000000, 40.500000, 
pulse_7_5r26, C3H2, CH2, H, H, H, H, H, H, 
Densities, 12.67249175967833, 5.174275043482626, 0.4295914495154388, 0.4967656715719366, 0.4104697044686004, 0.4027213798104684, 0.3752521693371712, 0.3577786131168703, 
Time[fs], 120.000000, 120.000000, 40.000000, 96.500000, 60.000000, 55.000000, 87.000000, 43.000000, 
pulse_7_5r66, C2H, C2H3, H, H, H, H, H, H, 
Densities, 8.022231597604979, 9.556302376589706, 0.7708042907934337, 0.4849496402366147, 0.3675484863990569, 0.1175646957405601, 0.7564271823079551, 0.305254970049437, 
Time[fs], 120.000000, 120.000000, 120.000000, 120.000000, 44.000000, 62.000000, 120.000000, 41.500000, 
pulse_7_5r44, C2H2, C2H2, H, H, H, H, H, H, 
Densities, 8.787393640725032, 8.458154962700302, 0.5138877426404934, 0.7895910903583756, 0.2902194828286055, 0.2385760286282212, 0.8743883663304554, 0.3868595536953064, 
Time[fs], 120.000000, 120.000000, 44.000000, 120.000000, 57.000000, 58.500000, 120.000000, 42.000000, 
pulse_7_5r21, C4H4, H, H, H, H, H, H, 
Densities, 17.75546438652343, 0.3052088884832092, 0.3278426505636392, 0.2356073283406176, 0.5817255928313144, 0.5346592011299299, 0.5182818567609127, 
Time[fs], 120.000000, 39.500000, 60.500000, 55.000000, 90.000000, 93.500000, 45.500000, 
pulse_7_5r15, C3H, CH2, H, H, H, H, H, H, H, 
Densities, 11.98405375020295, 5.226110207662244, 0.2938388156184936, 0.3783736314415062, 0.3563794273316996, 0.4130204336410415, 0.5676300806764265, 0.4387708264239247, 0.3654580874950954, 
Time[fs], 88.500000, 88.500000, 88.500000, 39.500000, 66.500000, 51.000000, 54.000000, 88.500000, 40.000000, 
pulse_7_5r43, C2H3, C2H2, H, H, H, H, H, 
Densities, 9.768661631237794, 8.861235591894394, 0.2898865154629764, 0.1962512856119814, 0.3026293612102542, 0.6220517143734964, 0.2651997001738646, 
Time[fs], 120.000000, 120.000000, 43.000000, 56.500000, 71.000000, 111.500000, 43.500000, 
pulse_7_5r82, CH2, C2H, CH2, H, H, H, H, H, 
Densities, 4.950944283436352, 8.096199154758921, 5.09586953621586, 0.4908099254969797, 0.3597059029347011, 0.3745161344796423, 0.3864914184916206, 0.4611040881155296, 
Time[fs], 120.000000, 120.000000, 120.000000, 43.500000, 55.500000, 56.000000, 78.500000, 43.500000, 
pulse_7_5r35, CH, C3H, H, H, H, H, H, H, H, H, 
Densities, 4.539254068249374, 11.92575926726271, 0.4763048302661333, 0.5066798712867386, 0.5249953171579409, 0.2369722374835202, 0.4137468580907936, 0.6204268020256145, 0.5333674528437674, 0.2284146122078597, 
Time[fs], 100.500000, 100.500000, 70.500000, 39.000000, 68.000000, 52.500000, 51.500000, 79.000000, 74.500000, 51.500000, 
pulse_7_5r37, C4H3, H, H, H, H, H, H, H, 
Densities, 17.09354671186323, 0.3944284067675322, 0.2279169968456634, 0.4309381573159178, 0.4631577927213207, 0.4564540712615762, 0.5390618550703591, 0.4369475047205422, 
Time[fs], 120.000000, 78.500000, 41.500000, 83.500000, 52.000000, 54.000000, 100.000000, 38.500000, 
pulse_7_5r4, CH2, C2H2, CH2, H, H, H, H, 
Densities, 5.227244888513541, 8.878373318293789, 5.101707651529057, 0.2581131405986822, 0.2517497140969718, 0.2810307969496582, 0.2528385676938764, 
Time[fs], 120.000000, 120.000000, 120.000000, 41.000000, 60.000000, 55.000000, 40.500000, 
pulse_7_5r83, C2H, C2H, H, H, H, H, H, H, H, H, 
Densities, 8.249958998450463, 8.134101626510573, 0.6161572750130554, 0.3073094006100427, 0.5188006744309529, 0.3320560679603752, 0.5272205831438371, 0.4020209288500605, 0.8385658004404066, 0.1600564743391477, 
Time[fs], 120.000000, 120.000000, 120.000000, 40.500000, 120.000000, 53.000000, 59.000000, 76.000000, 120.000000, 40.000000, 
pulse_7_5r39, C3H4, CH2, H, H, H, H, 
Densities, 14.07432390780069, 5.021363329302992, 0.5158848864528519, 0.1179821274401291, 0.2790671469383603, 0.4375867252631335, 
Time[fs], 120.000000, 120.000000, 43.500000, 68.000000, 58.000000, 45.500000, 
pulse_7_5r42, C4H3, H, H, H, H, H, H, H, 
Densities, 17.32715473179704, 0.4191636030499658, 0.4912158949187929, 0.396359679225962, 0.4104896546332454, 0.2509913616705853, 0.4658115748061956, 0.3517311489727504, 
Time[fs], 93.500000, 93.500000, 43.000000, 69.500000, 55.000000, 54.000000, 69.500000, 40.500000, 
pulse_7_5r70, C3H4, CH2, H, H, H, H, 
Densities, 14.13647042858958, 5.132271003669023, 0.4673916368497404, 0.2169489986435186, 0.2684609999464136, 0.3603837651695007, 
Time[fs], 120.000000, 120.000000, 42.500000, 65.500000, 77.000000, 48.500000, 
pulse_7_5r1, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.03368686359442, 12.62954211952525, 0.4674701090989028, 0.6091821819863438, 0.3426955237965021, 0.422206116799448, 0.4832549756456272, 0.1896671027489144, 
Time[fs], 120.000000, 120.000000, 42.500000, 112.500000, 56.000000, 53.000000, 120.000000, 40.000000, 
pulse_7_5r59, C2H, C2H3, H, H, H, H, H, H, 
Densities, 8.057956572056812, 9.49931943504893, 0.8981011097732365, 0.5123629133826442, 0.3500404718916293, 0.2974792226483327, 0.4241352746829738, 0.3339278475210369, 
Time[fs], 120.000000, 120.000000, 120.000000, 44.500000, 76.000000, 78.500000, 55.500000, 47.000000, 
pulse_7_5r27, C3H3, CH2, H, H, H, H, H, 
Densities, 13.29306827825651, 5.062879487877971, 0.4044438810724447, 0.4502012179381878, 0.2525328928566942, 0.3239898450675827, 0.4014956451742027, 
Time[fs], 120.000000, 120.000000, 43.000000, 54.500000, 58.500000, 74.000000, 42.000000, 
pulse_7_5r57, C2H3, C2H3, H, H, H, H, 
Densities, 9.684156273807293, 9.521015126737662, 0.4422965291965819, 0.174526601307164, 0.2952776481422983, 0.3553039693827014, 
Time[fs], 120.000000, 120.000000, 43.500000, 62.500000, 67.000000, 46.000000, 
pulse_7_5r8, C2H2, C2H2, H, H, H, H, H, H, 
Densities, 8.928186613492311, 8.800148403293958, 0.6365129538569728, 0.405128870961553, 0.2605995917130869, 0.3215784558836135, 0.7255685039907536, 0.2129984179219044, 
Time[fs], 120.000000, 120.000000, 120.000000, 44.000000, 58.000000, 56.500000, 120.000000, 40.000000, 
pulse_7_5r20, C4H2, H, H, H, H, H, H, H, H, 
Densities, 16.42312915726612, 0.4313466842825581, 0.3905385865311699, 0.5450959789917823, 0.5423483894809358, 0.350050731724224, 0.4442301209633808, 0.4643305660602098, 0.3876295654561707, 
Time[fs], 115.000000, 91.500000, 41.500000, 82.500000, 52.500000, 56.500000, 67.000000, 88.000000, 40.000000, 
pulse_7_5r85, C4H4, H, H, H, H, H, H, 
Densities, 17.30020389192336, 0.5307580588306363, 0.6239451592611213, 0.6885255288781179, 0.4083503461714042, 0.6868030513811698, 0.3946898589872653, 
Time[fs], 33.000000, 33.000000, 33.000000, 33.000000, 33.000000, 33.000000, 33.000000, 
pulse_7_5r28, CH2, C3H2, H, H, H, H, H, H, 
Densities, 5.199393102670391, 12.59938675734723, 0.3262861773139869, 0.3515339480177235, 0.4558739219078382, 0.4186512264078879, 0.318961606584251, 0.4110730560071688, 
Time[fs], 98.000000, 98.000000, 41.500000, 73.500000, 53.000000, 55.500000, 69.000000, 40.000000, 
pulse_7_5r55, C2H2, C2H, H, H, H, H, H, H, H, 
Densities, 8.876137218524878, 8.121213845631587, 0.2003044413540693, 0.3518699376512512, 0.5218579627863058, 0.3675683749837796, 0.5065345368012424, 0.7539392016129843, 0.4010281241810437, 
Time[fs], 120.000000, 120.000000, 39.500000, 78.000000, 55.000000, 54.500000, 90.500000, 120.000000, 43.500000, 
pulse_7_5r72, CH2, C2H2, CH2, H, H, H, H, 
Densities, 5.072223384767589, 8.788053664379333, 5.121882141673361, 0.352765217383825, 0.3047406979078017, 0.2501268793176508, 0.3875437914254152, 
Time[fs], 120.000000, 120.000000, 120.000000, 42.500000, 55.000000, 58.500000, 40.500000, 
pulse_7_5r61, C4H4, H, H, H, H, H, H, 
Densities, 17.85640090881259, 0.3947479839069452, 0.5818215359153631, 0.4416434453829476, 0.2823682617371128, 0.5052658317205657, 0.2340332630556537, 
Time[fs], 120.000000, 99.500000, 47.000000, 58.000000, 59.000000, 120.000000, 43.500000, 
pulse_7_5r0_test, CH2, C3H4, H, H, H, H, 
Densities, 5.012320131045412, 14.15670701440885, 0.3074159094138402, 0.2663122356948995, 0.289266868304331, 0.3856718559262248, 
Time[fs], 120.000000, 120.000000, 45.000000, 59.000000, 64.000000, 47.500000, 
pulse_7_5r16, C2H, C2H, H, H, H, H, H, H, H, H, 
Densities, 8.175508256406344, 8.066989073210744, 0.8752028576666613, 0.2115937741947573, 0.5071417877417045, 0.3379051395463905, 0.3279870353270084, 0.5736682705858086, 0.8005546918314072, 0.202693917881953, 
Time[fs], 120.000000, 120.000000, 120.000000, 40.000000, 120.000000, 57.000000, 56.500000, 84.000000, 120.000000, 42.500000, 
pulse_7_5r74, C4H2, H, H, H, H, H, H, H, H, 
Densities, 16.33827288357032, 0.4182963395197231, 0.3651890570061767, 0.5748460948841468, 0.2748850062920948, 0.4629955398520192, 0.3708336589676599, 0.7808901272777556, 0.4386559599537801, 
Time[fs], 94.500000, 80.000000, 40.500000, 77.000000, 54.000000, 51.500000, 69.000000, 94.500000, 42.000000, 
pulse_7_5r69, CH2, C3H3, H, H, H, H, H, 
Densities, 5.072039945210422, 13.03977109617484, 0.3830100811933195, 0.4552606476214587, 0.3991477846106252, 0.3726215091942684, 0.5202241276174009, 
Time[fs], 95.000000, 95.000000, 40.500000, 58.000000, 53.000000, 72.500000, 46.500000, 
pulse_7_5r76, C2H2, C2H2, H, H, H, H, H, H, 
Densities, 8.909516113049579, 8.90548809292912, 0.5596536268125379, 0.4847371218385524, 0.1647664339562071, 0.2087458861740644, 0.6993273333024302, 0.5245817221458325, 
Time[fs], 120.000000, 120.000000, 120.000000, 43.000000, 58.500000, 63.000000, 120.000000, 47.000000, 
pulse_7_5r38, C3H4, CH2, H, H, H, H, 
Densities, 14.07362358434395, 5.09532545110399, 0.1338241817885494, 0.1851623542463748, 0.4022980261349025, 0.4804802555060504, 
Time[fs], 120.000000, 120.000000, 40.000000, 60.000000, 75.500000, 46.000000, 
pulse_7_5r18, C2H2, C2H3, H, H, H, H, H, 
Densities, 8.792466975165285, 9.19910465396625, 0.6769923717727485, 0.46241164333433, 0.4102790592997945, 0.3182945281113755, 0.3802515497662529, 
Time[fs], 120.000000, 120.000000, 120.000000, 44.500000, 53.000000, 55.500000, 43.000000, 
pulse_7_5r88, CH2, C2H2, CH2, H, H, H, H, 
Densities, 4.955656459696145, 9.041063998943223, 5.17103651634037, 0.3221642817943715, 0.4366545943836859, 0.2251664571872741, 0.1985539464979134, 
Time[fs], 120.000000, 120.000000, 120.000000, 47.500000, 60.500000, 64.500000, 43.000000, 
pulse_7_5r73, C3H4, CH2, H, H, H, H, 
Densities, 14.10635664414239, 4.991061887442171, 0.4124747628412719, 0.337269495682315, 0.263241301532791, 0.3358820142171044, 
Time[fs], 120.000000, 120.000000, 43.000000, 59.500000, 59.000000, 47.000000, 
pulse_7_5r47, CH2, C2H, CH, H, H, H, H, H, H, 
Densities, 5.131866068974479, 8.0872555860368, 4.272786567287794, 0.4936933328436191, 0.467405940170624, 0.3046371839639255, 0.4088489649229236, 0.8875282503577369, 0.3057958916392378, 
Time[fs], 120.000000, 120.000000, 120.000000, 43.000000, 98.000000, 64.000000, 55.500000, 120.000000, 50.500000, 
pulse_7_5r86, CH2, C3H3, H, H, H, H, H, 
Densities, 5.085356216972404, 13.13914986334245, 0.3315985331650198, 0.3178451129472086, 0.3711859153476848, 0.6044101751090695, 0.3585878022220838, 
Time[fs], 120.000000, 120.000000, 43.500000, 54.000000, 57.500000, 96.000000, 41.500000, 
pulse_7_5r7, CH2, C2H, CH2, H, H, H, H, H, 
